,word,target
21575,fuckpig,Negative
21576,sextogo,Negative
21577,sexkitten,Negative
21578,porno,Negative
21579,fistfuck,Negative
21580,stupid,Negative
21581,triplex,Negative
21582,tubgirl,Negative
21583,hork,Negative
21584,kanake,Negative
21585,slav,Negative
21586,diddle,Negative
21587,ball gravy,Negative
21588,jizim,Negative
21589,pussypounder,Negative
21590,arab,Negative
21591,tea bag,Negative
21592,killer,Negative
21593,femdom,Negative
21594,fore,Negative
21595,death,Negative
21596,doo,Negative
21597,gipp,Negative
21598,blonde action,Negative
21599,groe,Negative
21600,sextoys,Negative
21601,prick,Negative
21602,stiffy,Negative
21603,gyppy,Negative
21604,upskirt,Negative
21605,weapon,Negative
21606,ho,Negative
21607,kissass,Negative
21608,motherfuckin,Negative
21609,slutwear,Negative
21610,rere,Negative
21611,nastywhore,Negative
21612,mad,Negative
21613,gotohell,Negative
21614,fuckmehard,Negative
21615,rim,Negative
21616,pimpsimp,Negative
21617,jesuschrist,Negative
21618,pendy,Negative
21619,pleasure chest,Negative
21620,freakfuck,Negative
21621,dago,Negative
21622,shithapens,Negative
21623,freakyfucker,Negative
21624,scat,Negative
21625,american,Negative
21626,oral,Negative
21627,poof,Negative
21628,slopehead,Negative
21629,panty,Negative
21630,dickwad,Negative
21631,cigs,Negative
21632,lickme,Negative
21633,manpaste,Negative
21634,fat,Negative
21635,brunette action,Negative
21636,rape,Negative
21637,hapa,Negative
21638,shave pussy,Negative
21639,felatio,Negative
21640,niggerhead,Negative
21641,brown shower,Negative
21642,assbagger,Negative
21643,dickbrain,Negative
21644,period,Negative
21645,kummer,Negative
21646,ra s,Negative
21647,domination,Negative
21648,zoophilia,Negative
21649,snatch,Negative
21650,nittit,Negative
21651,kondum,Negative
21652,husky,Negative
21653,double penetration,Negative
21654,hussy,Negative
21655,cuntlick,Negative
21656,kinky,Negative
21657,sodomize,Negative
21658,hoser,Negative
21659,hitlerist,Negative
21660,phuq,Negative
21661,menage trois,Negative
21662,shoot,Negative
21663,color,Negative
21664,bury,Negative
21665,skankwhore,Negative
21666,kill,Negative
21667,cocksucked,Negative
21668,reefer,Negative
21669,mocky,Negative
21670,gatorbait,Negative
21671,orgasim,Negative
21672,cemetery,Negative
21673,filipina,Negative
21674,dixiedyke,Negative
21675,cuntsucker,Negative
21676,phuking,Negative
21677,jug,Negative
21678,breastlover,Negative
21679,color,Negative
21680,shite,Negative
21681,homobangers,Negative
21682,panti,Negative
21683,sexhound,Negative
21684,molest,Negative
21685,fuckher,Negative
21686,barface,Negative
21687,lovegoo,Negative
21688,tongue,Negative
21689,paki,Negative
21690,homo,Negative
21691,crap,Negative
21692,pi,Negative
21693,pistol,Negative
21694,lezbefriends,Negative
21695,arsehole,Negative
21696,piss,Negative
21697,homoerotic,Negative
21698,doggy style,Negative
21699,nambla,Negative
21700,butthead,Negative
21701,fuckface,Negative
21702,god,Negative
21703,devilworshipper,Negative
21704,virginbreaker,Negative
21705,footjob,Negative
21706,slopy,Negative
21707,hoe,Negative
21708,eatballs,Negative
21709,slimebucket,Negative
21710,testicle,Negative
21711,fuuck,Negative
21712,joint,Negative
21713,stroke,Negative
21714,racist,Negative
21715,assjockey,Negative
21716,kink,Negative
21717,twinkie,Negative
21718,jailbait,Negative
21719,boang,Negative
21720,negroid,Negative
21721,cock,Negative
21722,pussyfucker,Negative
21723,israeli,Negative
21724,dumbfuck,Negative
21725,buttpirate,Negative
21726,backseat,Negative
21727,cockblock,Negative
21728,african,Negative
21729,sperm,Negative
21730,welfare,Negative
21731,assassin,Negative
21732,racial,Negative
21733,fuckwhore,Negative
21734,polack,Negative
21735,bigbutt,Negative
21736,cacker,Negative
21737,bi sexual,Negative
21738,taff,Negative
21739,cocky,Negative
21740,tard,Negative
21741,nuke,Negative
21742,nookie,Negative
21743,pissoff,Negative
21744,fag,Negative
21745,big black,Negative
21746,orgy,Negative
21747,double dong,Negative
21748,daterape,Negative
21749,inthebuff,Negative
21750,buttface,Negative
21751,twink,Negative
21752,shited,Negative
21753,chinky,Negative
21754,beaner,Negative
21755,clusterfuck,Negative
21756,ballicker,Negative
21757,pocha,Negative
21758,uptheass,Negative
21759,kaffir,Negative
21760,mound venus,Negative
21761,fingerfucker,Negative
21762,beastality,Negative
21763,drunken,Negative
21764,narcotic,Negative
21765,whitenigger,Negative
21766,ecstacy,Negative
21767,kyke,Negative
21768,snowback,Negative
21769,foreskin,Negative
21770,cumfest,Negative
21771,muff,Negative
21772,niggle,Negative
21773,livesex,Negative
21774,cockblocker,Negative
21775,panty,Negative
21776,jigger,Negative
21777,hentai,Negative
21778,rib,Negative
21779,titfuckin,Negative
21780,hottotrot,Negative
21781,cockqueen,Negative
21782,muff diver,Negative
21783,cornhole,Negative
21784,gay,Negative
21785,niggah,Negative
21786,forni,Negative
21787,die,Negative
21788,shawtypimp,Negative
21789,slut,Negative
21790,titlicker,Negative
21791,missionary position,Negative
21792,nig,Negative
21793,twat,Negative
21794,niggur,Negative
21795,figging,Negative
21796,looser,Negative
21797,pearlnecklace,Negative
21798,bugger,Negative
21799,crab,Negative
21800,assclown,Negative
21801,blow,Negative
21802,sexo,Negative
21803,topless,Negative
21804,bogan,Negative
21805,bountybar,Negative
21806,flange,Negative
21807,toilet,Negative
21808,motherfuckings,Negative
21809,butt bang,Negative
21810,die,Negative
21811,fuckit,Negative
21812,darkie,Negative
21813,heeb,Negative
21814,ero,Negative
21815,ethnic,Negative
21816,die,Negative
21817,hitler,Negative
21818,skumbag,Negative
21819,kinkster,Negative
21820,bomber,Negative
21821,remain,Negative
21822,snatchpatch,Negative
21823,crappy,Negative
21824,loverocket,Negative
21825,robber,Negative
21826,whiskey,Negative
21827,poop chute,Negative
21828,rape,Negative
21829,kill,Negative
21830,shitfucker,Negative
21831,sexual,Negative
21832,peepshpw,Negative
21833,angie,Negative
21834,shibari,Negative
21835,screw,Negative
21836,booty,Negative
21837,assklown,Negative
21838,buttman,Negative
21839,poop,Negative
21840,shoot,Negative
21841,reverse cowgirl,Negative
21842,pansy,Negative
21843,stupidfuck,Negative
21844,teste,Negative
21845,perv,Negative
21846,virgin,Negative
21847,cherrypopper,Negative
21848,tnt,Negative
21849,tongethruster,Negative
21850,coitus,Negative
21851,phukking,Negative
21852,skum,Negative
21853,wank,Negative
21854,motherfucking,Negative
21855,sexually,Negative
21856,pohm,Negative
21857,molester,Negative
21858,picaninny,Negative
21859,nigra,Negative
21860,africa,Negative
21861,titfuck,Negative
21862,scissor,Negative
21863,pornography,Negative
21864,snownigger,Negative
21865,spermherder,Negative
21866,ontherag,Negative
21867,fagot,Negative
21868,girl,Negative
21869,lsd,Negative
21870,thirdleg,Negative
21871,cumqueen,Negative
21872,wetb,Negative
21873,headlight,Negative
21874,homosexual,Negative
21875,abuse,Negative
21876,munt,Negative
21877,ball lick,Negative
21878,sextoy,Negative
21879,republican,Negative
21880,carpetmuncher,Negative
21881,primetime,Negative
21882,nlgger,Negative
21883,jewish,Negative
21884,girl wild,Negative
21885,faith,Negative
21886,muslim,Negative
21887,goatcx,Negative
21888,violet wand,Negative
21889,sex,Negative
21890,pornprincess,Negative
21891,fart,Negative
21892,cameltoe,Negative
21893,feces,Negative
21894,propaganda,Negative
21895,urethra play,Negative
21896,fear,Negative
21897,murder,Negative
21898,suicide,Negative
21899,coondog,Negative
21900,minority,Negative
21901,fuks,Negative
21902,bastinado,Negative
21903,spitter,Negative
21904,rage boner,Negative
21905,jerkoff,Negative
21906,dickforbrains,Negative
21907,crotchjockey,Negative
21908,pocho,Negative
21909,hardcore,Negative
21910,bondage,Negative
21911,dammit,Negative
21912,kotex,Negative
21913,queer,Negative
21914,jerk,Negative
21915,loadedgun,Negative
21916,godammit,Negative
21917,boong,Negative
21918,european,Negative
21919,fuckmonkey,Negative
21920,carpet muncher,Negative
21921,nudity,Negative
21922,cockhead,Negative
21923,mothafucker,Negative
21924,shit,Negative
21925,urophilia,Negative
21926,assassinate,Negative
21927,whacker,Negative
21928,ball sack,Negative
21929,kill,Negative
21930,butt fuck,Negative
21931,doggystyle,Negative
21932,hijacker,Negative
21933,scallywag,Negative
21934,sob,Negative
21935,queaf,Negative
21936,cuntlicking,Negative
21937,smut,Negative
21938,bazooms,Negative
21939,pussie,Negative
21940,cameljockey,Negative
21941,smackthemonkey,Negative
21942,jihad,Negative
21943,kunnilingus,Negative
21944,gonorrehea,Negative
21945,peck,Negative
21946,sixtyniner,Negative
21947,shitlist,Negative
21948,phuk,Negative
21949,shitfuck,Negative
21950,fatfuck,Negative
21951,brea t,Negative
21952,beaver cleaver,Negative
21953,ejaculate,Negative
21954,fuckingbitch,Negative
21955,wop,Negative
21956,nutfucker,Negative
21957,slutwhore,Negative
21958,italiano,Negative
21959,israel s,Negative
21960,palesimian,Negative
21961,blind,Negative
21962,shitdick,Negative
21963,strap,Negative
21964,scag,Negative
21965,erection,Negative
21966,demon,Negative
21967,sleezebag,Negative
21968,pussy,Negative
21969,angry,Negative
21970,rape,Negative
21971,geezer,Negative
21972,lemon party,Negative
21973,squaw,Negative
21974,jism,Negative
21975,finger,Negative
21976,footfuck,Negative
21977,fudgepacker,Negative
21978,tushy,Negative
21979,asspirate,Negative
21980,fuckedup,Negative
21981,osama,Negative
21982,crotchrot,Negative
21983,niggarded,Negative
21984,dolcett,Negative
21985,japanese,Negative
21986,henhouse,Negative
21987,abbo,Negative
21988,fairy,Negative
21989,honky,Negative
21990,bangbros,Negative
21991,gangbang,Negative
21992,hymie,Negative
21993,athletesfoot,Negative
21994,retard,Negative
21995,jiga,Negative
21996,seppo,Negative
21997,goddammit,Negative
21998,tinkle,Negative
21999,coolie,Negative
22000,bullcrap,Negative
22001,corruption,Negative
22002,rosy palm sister,Negative
22003,cunilingus,Negative
22004,execute,Negative
22005,marvel,Positive
22006,marvellous,Positive
22007,marvelous,Positive
22008,massive,Positive
22009,master,Positive
22010,masterfully,Positive
22011,masterpiece,Positive
22012,mate,Positive
22013,matter,Positive
22014,mature,Positive
22015,maturity,Positive
22016,maximum,Positive
22017,meaning,Positive
22018,meaningful,Positive
22019,mediate,Positive
22020,meditate,Positive
22021,meditation,Positive
22022,mellifluous,Positive
22023,mellow,Positive
22024,melodic,Positive
22025,melodious,Positive
22026,memorable,Positive
22027,mental,Positive
22028,mentally-sharp,Positive
22029,mentor,Positive
22030,merciful,Positive
22031,mercy,Positive
22032,merit,Positive
22033,meritorious,Positive
22034,merry,Positive
22035,mesmerize,Positive
22036,mesmerizing,Positive
22037,method,Positive
22038,mettle,Positive
22039,million,Positive
22040,mind,Positive
22041,mind-blowing,Positive
22042,mindful,Positive
22043,mindfulness,Positive
22044,mingle,Positive
22045,miracle,Positive
22046,miraculous,Positive
22047,mirth,Positive
22048,miss,Positive
22049,mission,Positive
22050,mobility,Positive
22051,model,Positive
22052,moderate,Positive
22053,modern,Positive
22054,momentous,Positive
22055,monumental,Positive
22056,moral,Positive
22057,morale,Positive
22058,more,Positive
22059,most,Positive
22060,motherhood,Positive
22061,motivate,Positive
22062,motivation,Positive
22063,move,Positive
22064,moving,Positive
22065,movingly,Positive
22066,much,Positive
22067,multitude,Positive
22068,munificent,Positive
22069,musical-pleasan,Positive
22070,must,Positive
22071,mutually,Positive
22072,nailed,Positive
22073,nailed-on,Positive
22074,namaste,Positive
22075,nascent,Positive
22076,natal,Positive
22077,nationhood,Positive
22078,nationwide,Positive
22079,native,Positive
22080,natty,Positive
22081,natural,Positive
22082,naturally,Positive
22083,nature,Positive
22084,nature-made,Positive
22085,natured,Positive
22086,navigable,Positive
22087,navigate,Positive
22088,near,Positive
22089,nearby,Positive
22090,neat,Positive
22091,neat-as-pin,Positive
22092,neat-handed,Positive
22093,neaten,Positive
22094,neatly,Positive
22095,necessarily,Positive
22096,necessary,Positive
22097,necessity,Positive
22098,nectar,Positive
22099,need,Positive
22100,needed,Positive
22101,negative,Positive
22102,neighborhood,Positive
22103,neighborly,Positive
22104,neo,Positive
22105,neonate,Positive
22106,neoteric,Positive
22107,nestle,Positive
22108,neutral,Positive
22109,never-dying,Positive
22110,never-ending,Positive
22111,never-failing,Positive
22112,new,Positive
22113,newborn,Positive
22114,newfangled,Positive
22115,newfound,Positive
22116,newly,Positive
22117,newlywed,Positive
22118,next,Positive
22119,nibble,Positive
22120,nice,Positive
22121,nice-looking,Positive
22122,nice-one,Positive
22123,nice-to-meet-you,Positive
22124,nicely,Positive
22125,nicety,Positive
22126,nifty,Positive
22127,nimble,Positive
22128,nimble-fingered,Positive
22129,nimbleness,Positive
22130,nimbly,Positive
22131,nimbus,Positive
22132,nippy,Positive
22133,nirvana,Positive
22134,nitty-gritty,Positive
22135,no-doubt,Positive
22136,nob,Positive
22137,nobility,Positive
22138,noble,Positive
22139,nobleman,Positive
22140,nod,Positive
22141,noiseless,Positive
22142,nom,Positive
22143,nominate,Positive
22144,nominee,Positive
22145,non,Positive
22146,non-belligerent,Positive
22147,non-resistant,Positive
22148,non-violence,Positive
22149,nonchalant,Positive
22150,noncommittal,Positive
22151,nonnegative,Positive
22152,nonpareil,Positive
22153,nonstop,Positive
22154,nook,Positive
22155,normal,Positive
22156,normally,Positive
22157,norturing,Positive
22158,nostalgia,Positive
22159,notable,Positive
22160,note,Positive
22161,noted,Positive
22162,noteworthy,Positive
22163,notice,Positive
22164,noticeable,Positive
22165,noticeably,Positive
22166,nourish,Positive
22167,nourishing,Positive
22168,nourishment,Positive
22169,nouveau,Positive
22170,novel,Positive
22171,novelty,Positive
22172,now,Positive
22173,nubile,Positive
22174,number,Positive
22175,number-one,Positive
22176,numerous,Positive
22177,numinous,Positive
22178,nurse,Positive
22179,nurture,Positive
22180,nutrient,Positive
22181,nutriment,Positive
22182,nutrition,Positive
22183,nutritious,Positive
22184,nuzzle,Positive
22185,nymph,Positive
22186,nymphet,Positive
22187,oasis,Positive
22188,oath,Positive
22189,obedient,Positive
22190,objective,Positive
22191,objectively,Positive
22192,obliged,Positive
22193,obliging,Positive
22194,obligingly,Positive
22195,observant,Positive
22196,obtain,Positive
22197,obtainable,Positive
22198,occur,Positive
22199,odds-on,Positive
22200,oecumenical,Positive
22201,of,Positive
22202,of-substance,Positive
22203,offer,Positive
22204,offering,Positive
22205,officia,Positive
22206,ok,Positive
22207,okay,Positive
22208,okayed,Positive
22209,okey-dokey,Positive
22210,olympiad,Positive
22211,omnipotent,Positive
22212,omniscience,Positive
22213,omniscient,Positive
22214,on,Positive
22215,on-hand,Positive
22216,on-target,Positive
22217,on-time,Positive
22218,oncoming,Positive
22219,one-hundred,Positive
22220,one-of-a-kind,Positive
22221,one-up,Positive
22222,oneness,Positive
22223,ongoing,Positive
22224,onward,Positive
22225,oodles,Positive
22226,oohlala,Positive
22227,oomph,Positive
22228,ooze,Positive
22229,oozing,Positive
22230,opalescent,Positive
22231,open,Positive
22232,open-hearted,Positive
22233,open-heartedly,Positive
22234,open-minded,Positive
22235,open-mindedly,Positive
22236,open-up,Positive
22237,opening,Positive
22238,openly,Positive
22239,openness,Positive
22240,operable,Positive
22241,operatic,Positive
22242,operational,Positive
22243,operative,Positive
22244,opportune,Positive
22245,opportunities,Positive
22246,opportunity,Positive
22247,optimal,Positive
22248,optimistic,Positive
22249,optimum,Positive
22250,opulence,Positive
22251,opulent,Positive
22252,ora,Positive
22253,orchestrated,Positive
22254,orderly,Positive
22255,organic,Positive
22256,organizational,Positive
22257,organized,Positive
22258,original,Positive
22259,originality,Positive
22260,originate,Positive
22261,origination,Positive
22262,originative,Positive
22263,ornamental,Positive
22264,ornate,Positive
22265,orotund,Positive
22266,osculate,Positive
22267,out-of-sight,Positive
22268,out-of-the,Positive
22269,out-of-this-world,Positive
22270,outback,Positive
22271,outdo,Positive
22272,outdone,Positive
22273,outgoing,Positive
22274,outlast,Positive
22275,outplay,Positive
22276,outrageous,Positive
22277,outshine,Positive
22278,outshone,Positive
22279,outsize,Positive
22280,outsmart,Positive
22281,outspoken,Positive
22282,outstanding,Positive
22283,outstretch,Positive
22284,ovation,Positive
22285,over,Positive
22286,over-joyful,Positive
22287,overachieve,Positive
22288,overachiever,Positive
22289,overactive,Positive
22290,overage,Positive
22291,overbold,Positive
22292,overexcited,Positive
22293,overflow,Positive
22294,overflowing,Positive
22295,overfond,Positive
22296,overjoy,Positive
22297,overjoyed,Positive
22298,overjoying,Positive
22299,overmodest,Positive
22300,overpower,Positive
22301,overriding,Positive
22302,oversize,Positive
22303,overt,Positive
22304,overtake,Positive
22305,overtaking,Positive
22306,overwhelming,Positive
22307,owner,Positive
22308,pace,Positive
22309,pacify,Positive
22310,pain-free,Positive
22311,painless,Positive
22312,painlessly,Positive
22313,painstaking,Positive
22314,pair,Positive
22315,pal,Positive
22316,palatable,Positive
22317,palatial,Positive
22318,pally,Positive
22319,palpable,Positive
22320,pamper,Positive
22321,par-excellence,Positive
22322,paradisal,Positive
22323,paradise,Positive
22324,paragon,Positive
22325,paramount,Positive
22326,pardon,Positive
22327,parenting,Positive
22328,particular,Positive
22329,partisan,Positive
22330,partner,Positive
22331,partnership,Positive
22332,party,Positive
22333,passion,Positive
22334,passionate,Positive
22335,passionately,Positive
22336,passive,Positive
22337,paternal,Positive
22338,pathfinder,Positive
22339,patience,Positive
22340,patient,Positive
22341,patiently,Positive
22342,patriot,Positive
22343,patriotic,Positive
22344,patriotism,Positive
22345,patronize,Positive
22346,peace,Positive
22347,peaceable,Positive
22348,peaceably,Positive
22349,peaceful,Positive
22350,peacefulness,Positive
22351,peacekeeper,Positive
22352,peacemaker,Positive
22353,peach,Positive
22354,peachy,Positive
22355,peachy-keen,Positive
22356,peak,Positive
22357,pearl,Positive
22358,peerless,Positive
22359,pep,Positive
22360,peppy,Positive
22361,percent,Positive
22362,perception,Positive
22363,perceptive,Positive
22364,perfect,Positive
22365,perfection,Positive
22366,perfectionist,Positive
22367,perfectly,Positive
22368,perk,Positive
22369,perky,Positive
22370,permanent,Positive
22371,permissible,Positive
22372,perseverance,Positive
22373,persevere,Positive
22374,persist,Positive
22375,persistence,Positive
22376,persistent,Positive
22377,persistently,Positive
22378,personable,Positive
22379,personality,Positive
22380,perspective,Positive
22381,persuasive,Positive
22382,persuasively,Positive
22383,pert,Positive
22384,pertinent,Positive
22385,pervade,Positive
22386,petichor,Positive
22387,petite,Positive
22388,phenomena,Positive
22389,phenomenal,Positive
22390,phenomenally,Positive
22391,phenomenon,Positive
22392,phew,Positive
22393,philanthropic,Positive
22394,philanthropist,Positive
22395,philanthropy,Positive
22396,philosopher,Positive
22397,philosophical,Positive
22398,pick,Positive
22399,pick-me-up,Positive
22400,picturesque,Positive
22401,piety,Positive
22402,pilot,Positive
22403,pinnacle,Positive
22404,pioneer,Positive
22405,pioneering,Positive
22406,pious,Positive
22407,piquancy,Positive
22408,piquant,Positive
22409,pivotal,Positive
22410,pizzazz,Positive
22411,placid,Positive
22412,plausible,Positive
22413,play,Positive
22414,playful,Positive
22415,playfulness,Positive
22416,playmate,Positive
22417,plea,Positive
22418,pleasant,Positive
22419,pleasantly,Positive
22420,please,Positive
22421,pleased,Positive
22422,pleasing,Positive
22423,pleasurable,Positive
22424,pleasure,Positive
22425,plenitude,Positive
22426,plenteous,Positive
22427,plentiful,Positive
22428,plenty,Positive
22429,pliability,Positive
22430,pliable,Positive
22431,plucky,Positive
22432,plug,Positive
22433,plum,Positive
22434,plummy,Positive
22435,plump,Positive
22436,plus,Positive
22437,plush,Positive
22438,poet,Positive
22439,poetic,Positive
22440,poetical,Positive
22441,poise,Positive
22442,polish,Positive
22443,polite,Positive
22444,politely,Positive
22445,politeness,Positive
22446,popular,Positive
22447,popularity,Positive
22448,portable,Positive
22449,portal,Positive
22450,portray,Positive
22451,posh,Positive
22452,positive,Positive
22453,positively,Positive
22454,positivity,Positive
22455,possess,Positive
22456,possibility,Positive
22457,possible,Positive
22458,potent,Positive
22459,potential,Positive
22460,power,Positive
22461,powerful,Positive
22462,practical,Positive
22463,practicality,Positive
22464,practice,Positive
22465,practiced,Positive
22466,pragmatic,Positive
22467,pragmatically,Positive
22468,praise,Positive
22469,praiseworthy,Positive
22470,pray,Positive
22471,prayer,Positive
22472,precious,Positive
22473,precise,Positive
22474,precisely,Positive
22475,precision,Positive
22476,predominant,Positive
22477,preeminent,Positive
22478,preferable,Positive
22479,preferred,Positive
22480,premier,Positive
22481,premium,Positive
22482,prepare,Positive
22483,prepared,Positive
22484,preparedness,Positive
22485,preponderant,Positive
22486,prepotent,Positive
22487,presence,Positive
22488,present,Positive
22489,preservation,Positive
22490,preserve,Positive
22491,president,Positive
22492,prestige,Positive
22493,prestigious,Positive
22494,presto,Positive
22495,prettiness,Positive
22496,pretty,Positive
22497,prevail,Positive
22498,prevailing,Positive
22499,prevalent,Positive
22500,priceless,Positive
22501,pride,Positive
22502,primal,Positive
22503,primary,Positive
22504,prime,Positive
22505,primo,Positive
22506,prince,Positive
22507,princely,Positive
22508,princess,Positive
22509,principal,Positive
22510,principle,Positive
22511,principled,Positive
22512,prior,Positive
22513,priority,Positive
22514,pristine,Positive
22515,privacy,Positive
22516,private,Positive
22517,privilege,Positive
22518,privileged,Positive
22519,prize,Positive
22520,prized,Positive
22521,prizewinner,Positive
22522,pro,Positive
22523,proactive,Positive
22524,process,Positive
22525,prodigious,Positive
22526,prodigy,Positive
22527,produce,Positive
22528,productive,Positive
22529,productively,Positive
22530,productivity,Positive
22531,professional,Positive
22532,professor,Positive
22533,proficient,Positive
22534,profit,Positive
22535,profitable,Positive
22536,profound,Positive
22537,profoundly,Positive
22538,profuse,Positive
22539,profusion,Positive
22540,progress,Positive
22541,progressive,Positive
22542,prolific,Positive
22543,prominence,Positive
22544,prominent,Positive
22545,prominently,Positive
22546,promise,Positive
22547,promising,Positive
22548,promisingly,Positive
22549,promote,Positive
22550,promotion,Positive
22551,prompt,Positive
22552,promptly,Positive
22553,proper,Positive
22554,properly,Positive
22555,propitious,Positive
22556,proponent,Positive
22557,propose,Positive
22558,prospect,Positive
22559,prospective,Positive
22560,prosper,Positive
22561,prosperity,Positive
22562,prosperous,Positive
22563,protagonist,Positive
22564,protect,Positive
22565,protected,Positive
22566,protective,Positive
22567,protector,Positive
22568,protege,Positive
22569,proud,Positive
22570,proudly,Positive
22571,proven,Positive
22572,provider,Positive
22573,provocative,Positive
22574,prowess,Positive
22575,prudence,Positive
22576,prudent,Positive
22577,psychics,Positive
22578,psychotherapy,Positive
22579,pukka,Positive
22580,pumped,Positive
22581,punchy,Positive
22582,punctilious,Positive
22583,punctual,Positive
22584,punctuality,Positive
22585,puppy,Positive
22586,pure,Positive
22587,purely,Positive
22588,purify,Positive
22589,purity,Positive
22590,purpose,Positive
22591,purposeful,Positive
22592,quadruple,Positive
22593,quaff,Positive
22594,quaint,Positive
22595,quaintise,Positive
22596,quaintisiness,Positive
22597,quaintly,Positive
22598,qualified,Positive
22599,qualify,Positive
22600,qualitative,Positive
22601,qualitatively,Positive
22602,quality,Positive
22603,quality-assurance,Positive
22604,quality-of-life,Positive
22605,quality-time,Positive
22606,quantifiable,Positive
22607,quantity,Positive
22608,quarter,Positive
22609,quat,Positive
22610,queen,Positive
22611,queenhood,Positive
22612,queenly,Positive
22613,queep,Positive
22614,quell,Positive
22615,quemeful,Positive
22616,quench,Positive
22617,quenching,Positive
22618,querist,Positive
22619,quest,Positive
22620,quester,Positive
22621,question,Positive
22622,qui,Positive
22623,quick,Positive
22624,quick-as-a-flash,Positive
22625,quick-march,Positive
22626,quick-moving,Positive
22627,quick-release,Positive
22628,quick-sighted,Positive
22629,quick-thinking,Positive
22630,quick-witted,Positive
22631,quick-wittedly,Positive
22632,quicken,Positive
22633,quickening,Positive
22634,quicker,Positive
22635,quickly,Positive
22636,quickness,Positive
22637,quickstep,Positive
22638,quiddity,Positive
22639,quiescent,Positive
22640,quiet,Positive
22641,quieter,Positive
22642,quietly,Positive
22643,quietness,Positive
22644,quietsome,Positive
22645,quillet,Positive
22646,quintessence,Positive
22647,quintessential,Positive
22648,quintessentially,Positive
22649,quip,Positive
22650,quirk,Positive
22651,quirky,Positive
22652,quite,Positive
22653,quiver,Positive
22654,quixotic,Positive
22655,quiz,Positive
22656,quota,Positive
22657,quotable,Positive
22658,quotation,Positive
22659,quote,Positive
22660,quotes,Positive
22661,quotha,Positive
22662,quotidian,Positive
22663,racy,Positive
22664,rad,Positive
22665,radiance,Positive
22666,radiant,Positive
22667,radiantly,Positive
22668,radiate,Positive
22669,rah,Positive
22670,rain-maker,Positive
22671,rainbow,Positive
22672,raison-d’etre,Positive
22673,rambunctious,Positive
22674,rapid,Positive
22675,rapidly,Positive
22676,rapport,Positive
22677,rapt,Positive
22678,rapture,Positive
22679,rapturous,Positive
22680,rapturously,Positive
22681,rasasvada,Positive
22682,rational,Positive
22683,rationality,Positive
22684,rationally,Positive
22685,ravish,Positive
22686,ravishing,Positive
22687,ravishingly,Positive
22688,razor-sharp,Positive
22689,re-connection,Positive
22690,reachable,Positive
22691,readable,Positive
22692,readily,Positive
22693,readiness,Positive
22694,ready,Positive
22695,reaffirm,Positive
22696,reaffirmation,Positive
22697,real,Positive
22698,realistic,Positive
22699,reality,Positive
22700,realizable,Positive
22701,really,Positive
22702,reap,Positive
22703,reason,Positive
22704,reasonable,Positive
22705,reasonably,Positive
22706,reasoned,Positive
22707,reassurance,Positive
22708,reassure,Positive
22709,reassuring,Positive
22710,reassuringly,Positive
22711,reborn,Positive
22712,receive,Positive
22713,receiver,Positive
22714,reception,Positive
22715,receptive,Positive
22716,receptively,Positive
22717,recherche,Positive
22718,recipient,Positive
22719,reciprocal,Positive
22720,reciprocally,Positive
22721,reciprocate,Positive
22722,reclaim,Positive
22723,recognition,Positive
22724,recognizable,Positive
22725,recognize,Positive
22726,recognized,Positive
22727,recommend,Positive
22728,recommendable,Positive
22729,recommendation,Positive
22730,recommendations,Positive
22731,recommended,Positive
22732,reconcile,Positive
22733,reconciliation,Positive
22734,record-setting,Positive
22735,recover,Positive
22736,recovery,Positive
22737,recreation,Positive
22738,rectification,Positive
22739,rectify,Positive
22740,rectifying,Positive
22741,recuperation,Positive
22742,recuperative,Positive
22743,red-carpet,Positive
22744,redeem,Positive
22745,redeeming,Positive
22746,redemption,Positive
22747,refine,Positive
22748,refined,Positive
22749,refinement,Positive
22750,reflection,Positive
22751,reflective,Positive
22752,reflectively,Positive
22753,reform,Positive
22754,reformed,Positive
22755,reforming,Positive
22756,reforms,Positive
22757,refresh,Positive
22758,refreshed,Positive
22759,refreshing,Positive
22760,refreshingly,Positive
22761,refulgent,Positive
22762,refund,Positive
22763,refunded,Positive
22764,regal,Positive
22765,regally,Positive
22766,regard,Positive
22767,regnant,Positive
22768,regular,Positive
22769,regulator,Positive
22770,reincarnation,Positive
22771,rejoice,Positive
22772,rejoicing,Positive
22773,rejoicingly,Positive
22774,rejuvenate,Positive
22775,rejuvenated,Positive
22776,rejuvenating,Positive
22777,rejuvenation,Positive
22778,rejuvenescent,Positive
22779,relatedness,Positive
22780,relationships,Positive
22781,relax,Positive
22782,relaxation,Positive
22783,relaxed,Positive
22784,relaxing,Positive
22785,relaxingly,Positive
22786,release,Positive
22787,releasing,Positive
22788,relent,Positive
22789,relevant,Positive
22790,reliability,Positive
22791,reliable,Positive
22792,reliably,Positive
22793,relief,Positive
22794,relieve,Positive
22795,relieved,Positive
22796,reliever,Positive
22797,religion,Positive
22798,relish,Positive
22799,remarkable,Positive
22800,remarkably,Positive
22801,remedy,Positive
22802,remission,Positive
22803,remissive,Positive
22804,remunerate,Positive
22805,renaissance,Positive
22806,renew,Positive
22807,renewed,Positive
22808,renovate,Positive
22809,renovation,Positive
22810,renown,Positive
22811,renowned,Positive
22812,replaceable,Positive
22813,repose,Positive
22814,represent,Positive
22815,reputable,Positive
